tweet,label
First semi-serious tennis session this morning. Worked up a proper sweat... Still a bit too windy to play properly though ,0
Really hoping that a Blink/NFG/Green Day tour will happen one day.. Bring back the pop disaster days!!! ,4
@nickbabenko awh no  you been to a dodgy electronic shop and tried?,0
@Esme_in_Forks Hello dear Esme...how are you? I think everyone is around..including TanYa..somewhere ,4
my is school comtuper chat makeing ,4
"@dbickley I have tons 2 do, &amp; b/c I'm just not a morning person I didn't realize how poorly I felt til I got here. Achey &amp; want my pjs ",0
ï¿½ber sick  Trying to muster up the strength to head into work....,0
"@javajive humm, the iStore had alot of similiar reqs. Maybe you should head their way ",4
"Counting the minutes in the office today, feeling really icky ",0
i totally had the perfect theme to &quot;appropriate&quot; for my blog but now i can't find the link ,0
"@selenaxjonas AH i know. Their so expensive, I have to get straight A's a college prep school to go to demis ",0
"@lucy_moore93 HaHAH lol, ignoring definately does not work.. cause they end up jus pissingannoying u more, well ive found that anyway ",0
@kaymania hey kay  welcome back to twittering? Lol. If you have an app trust me it gets addicting!,4
listening to the FA Cup semi final between Arsenal and Chelsea as I don't have sky  neutral fan but siding towards the gooners,0
@hotspringer Can you send me one please   www.golfsigma.com  might be something to write about after The Masters.,4
@ManuSupra tu upload ton dossier sur ton FTP : /www/wp-content/themes/ ,4
@llordllama oh no  I had an Obadiah too. Names that start with E are generally good.,0
uh...I feel so lonely  I wish my BFFWIAMC (Best Friend Forever Who Is Also My Cousin) has a Twitter,0
@mpukRob :o Score! Want a pic with him for sure ,4
@AngiesSoSexy Morning ,4
@jpblogger The illusive kathie was also on last night. Would be LOVELY to have a double video feed to talk to them both. ,4
justin-hard time finding work me-hard time being happy ,0
Taking a shower and getting ready for the Orange and Blue game! My last one in college ,0
looking forward to CR tonight ,4
"checking out diigo for #openaustralia #publicwhip for UK &gt; Aus parliamentary info translation, unless you'd like to bring some Lords over ",4
@sangitashres me too   but i've accepted that my breathing and stomach will never be 100,0
"Sun and Dï¿½ner, what a great lunch break. But now it's project time again  Upcoming meeting: Masterplan - sounds important BUT IS  ...",0
@alexjmackey email to ben @ .... would be great ! ,4
"Just watched Chuck, going out with Mel soon ",4
First time on...My mother did the invite ,4
nothing.. still no picture ,0
@bulhaa libey thaa libigannaaaashe.... goooood miadhu ekkoh ves nidhaa... ,4
Wheat Thins and Diet Dr. Pepper = breakfast of champions...or people who wake-up late and grab the first thing they can find... ,4
"Worst dream ever, and not my usual nightmare either. The worst part is its probably gonna come true ",0
@Lark_vamp_ Yes it does! No more mess ,4
"Woo! Indians are kicking the Skankees butts! 9-2 in the second, two on, one out!  holly ",4
@CoachDeb haha no not yet... but i will be soon if i don't get in bed now... so this is my final tweet................ for now ,4
@Willie_Day26 Can't sleep!!!! Its 345 and I have to be at work at 830! Don't know what the problem is ,0
@ParentStudent ... from the sofa. I know! I know...  *sigh*,0
@carlos0312 yeah. At first I thought it was strange too. But I'm not complaining  I'm used to it now. I'll look it up.,4
"I quarantined myself. I hev my orange juice, nighttime flu gel caps &amp; soup...I have to feel better by Monday ",0
"@edibow No it wasnt a super hero it was slimer from goast busters, i have it too ",0
@Tracy_R Evil!! I have a prawn salad ,0
Rain rain go away!  Cloudy and rainy in GA. ,0
 I'm Missing 'F.r.i.e.n.d.s' &amp; Instead Watching 'Dora The Explorer' - I Prefered 'Mickey Mouse',0
"@pornstartweet i wanna go, but I am only 20!!!! ",0
Buenos Dias Twitters! (We went down to 45 today)  Is-ok. We will be strong. hahaha Everyone have a great day.,0
Bloated as fuck. 1l choc milk will do that followed by 2 bagels with spinach and cheese. ,0
@XspressCHIC08 Baseball still sucks...just thought I'd remind you.  ,4
did u like my rant to Tila Tequila??  i did shes SOOOO fucking annoying,4
  Going out tonight means I will miss &quot;Grey Gardens&quot; prem. tonight.  *sigh*,0
i guess its over.  our friendship is no more? will we stilll see each other? no more best friends till the end? what has happend? :'(,0
http://twitpic.com/3i2zc - today i posted this belnd to my metroflog  she's perfect i Loveee cyrus!!,4
"Morning everyone, or afternoon or good evening, thats the beauty of twitter, it's world wide ",4
It's gorgeous outside. Going running. Then seeing Nathalie. Then dancing the night away ,4
has to study math 4 econ but isnt in the mood ,0
@gblock Of course dude -- you always have a gentle way of saying I'm completely wrong.  ,4
Watching the nightmare before christmas. ,4
Sleep time an hour later than I wanted since I am getting up early manana. ,4
Settled for Kalpaka - A Malabar restaurant...there are flouroscent lights all around  This should be fun ,4
@shongretta &quot;i'm the Simon- YOU'RE the vitamin...&quot; i hope you like the facebook picture. ,4
@Jezriyah   I hope your sleep is better than your day.,0
@pratama - One day you'll meet them ,4
"decided to rejoin aerobics cos I know I won't exercise if i don't. after paying for it, i only have RM3 left in my bag ",0
@Snakehit new job? congrats ,4
school till 5 today  boooo!,0
@taratomes I applied to go on that - but my Dad wouldn't drive me to Manchester for the auditions ,0
I'm really cold. I don't want to go to sleep yet but there's nothing to do ,0
@Veronica Ohh Welcome to London  ...,4
catching some rays ,4
@Scyranth ,4
@debasispradhan hah &quot;if I don't have much time&quot;  good point ,4
So much for all the pics i wanted to post of my room and drum kit..its proven to be beyond impossible since my bedroom light blew ,0
@martinjgale mr hopkins and i will be better behaved tonite .. cultural evening of a haydn concert in gothic cathedral ,4
"ash left her sunglasses here, so i'm gonna wear them ",4
@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha,0
"Trying out Noah's (@noaheverett) TwitPic @twitpic. Upload from http://twitpic.com/upload/ is very, very slooooowwww... ",0
Burnt my tongue... ,0
Right. time to cook the biggest mushroom / bacon pasta in existance. and look after the now nicly cooking banana cake ,4
@ScarlettDane no  mary &amp; i were going to go dress shopping tomorrow.,0
@Keda2009 Nice! You definitely have the gift!! Feel free to show your designs to me anytime ,4
http://twitpic.com/3j4td - Surprised I was still able to get a pair ,4
stuck at work on this gorgeous day ,0
@temptalia did it work ,4
@cookrn woohoo!  yeah that day i was rockin it hard core  ,4
"@BiltmoreEstate I'll see if I can find out. Appreciate your help. If I find out, I'll certainly let you know. ",4
"@anniemal That sounds just about perfect. Stick with it, and make it a habit.  Bravo!",4
@rampantheart ,4
shenagians!  my team is awesome&lt;3,4
Hooray for sleepy bike rides to the store to get some champ for mimosas ,4
Back home  making cupcakes now ,4
"8:00am typical British morning. Cold, wet, road full of miserable angry drivers..... good times! I need a holiday ",0
@MissLeopardStar im more of a taylorham n cheese kinda girl!! ,4
no updates ,0
"Just spent 30 minutes knitting, tinking, re-knitting and re-tinking a row of lace on my Swallowtail shawl. Lace is so relaxing. ",0
All bunged up ,0
@Sum41Official finally you guys are here! Can't wait for the new album! ,4
@EarthLifeShop I plan to relax today and catch up on my correspondence.  ,4
Stop raining please I HAVE PLANSSSS ,0
uploading THE MAINE interview. enjoy ,4
@DDsD am trying ur suggestion. Win98 Fdisk running off USB can only see itself  there must be some easy way to wipe the HDD quickly...,0
"@JonathanRKnight thanks for getting Joey Joe on twitter Jon, now all we need is Jordan &amp; Danny on it  xxx",4
is stucked in Paris and can't even travel into France (for work) ,0
@MsTyraC lol yea I thought about tht ..sowey  but thnx I have some rod ones sitting around&quot; orange my fav color just didn't kno how 2 use,0
@andrummm well its not really a spring break. Its just a 4 day weekend. ,0
"School work BORING,  Working on a business law paper right now can't wait till i'm done.  Hopefully tomorrow grrrr...   ",0
"last night was way to over whelming... i need to get away, and ive just gotten back..  8.5 more weeks and then the fun begins.",0
@Diane_Davis I'm pulling out the D60 manual to read about exposure lock...  Thanks for sharing!,4
HEY TYLERRRR  areu comin down south ne time soon????,4
Gahhh THIS TWITTER APP FAILS ,0
"@mattnico Having been a father in previous November's, I congratulate you! ",4
"@Mr_Marty Eeek, my headphones can't take that, lol. bless him ",4
http://twitpic.com/2y847 - a sketch by me on paint.exe. ,4
For to mention...poker last night was ummm....very lucrative for the KC trip. ,4
@LorraineStanick there doesn't seem to be many gurus coming ,0
"i hate it that it's raining over here, hard to go out  , what to do, what to do, any suggestions?",0
"@JovialJay: No, but it's time to stop with that silly haiku thing. ",4
http://twitter.com/timeline/direct_messages  Claudia I hope this works  I'm a tweeter too  ,4
Just got my shoes for prom ,4
@dalerankine You mean also in NZ and I should just stay at home in the rain? ,4
"after the 1000. time watching...still don't really like the 5th Harry Potter movie  sad actually, i love the book though",0
"Silverstein stuff still isn't here  lame. I don't like our postman, he's a knob",0
i miss you girls a lot...wanna have u back ,0
@liamsmth50 yeaa ano =D amazing invention ,4
@WEGMusic I'm interested in working for your company. What would I need to do to submit my resume/cover letter to you? Thank  you! ,4
sometimes u just want to feel the urge to want to cry.... ,0
chilled with debbie tonight! it was awesome and great to catch up on everything  ahhh back home in btown in 2 weeks!!!!! CAN'T WAIT!,4
is listening to Kanye's Heartless. ,4
"He abolished taxes for doctors, teachers, priests and educational institutions! (emphasis added) An enlightened warlord? ",4
had a very nice dream last night. ,4
"@Inyoureyes2410 still good ice cream, customize it at home with ur fave junk  gimme a list of CDs you need me to bring over",4
A yest ! Corrigï¿½ ,4
Bryson and Alicia...photoshop is fun  http://twitpic.com/3i9ba,4
i want it to be sunday right now ,0
@woverton I've had it for a couple days  hope it's only about 24 hours!,0
there is NOTHING worse than an ill-fitting bra ,0
I'm fashion victim...damn... ,4
Not sure what to think about anything right now. ,0
I have class in 30 and I don't know whY to wear!!!! I have like no cute clothes!!!  ,0
@heidimontag because its easier to doubt than trust ,0
@klastalov yeah it's a great service ,4
monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken,0
@texaszman He's bo-ring! ,4
woken up v early by a big pair of brown eyes. unfortunately they don't belong to a puppy...   but they do belong to an evil mayan ,0
@JLSOfficial please come to manchester soon. please please reply ..  x,0
I want my new phone ,0
is really sad and doesn't really know y!!??!!! ,0
sleep soon... i just hate saying bye and see you tomorrow for the night. ,0
@dannophotos Told you that's how it ends up! ,4
@hayleyparamore nt long til u gys r on tour wit NO DOUBT! gutted there r no uk dates  seen any good movies recently? need something 2 do!,0
Ladies room topic for tomorrow &quot;can a lady become a stripper and still keep her dignity&quot;  @JamnMelissa,4
dinner is not agreeing with me! ,0
"the muv reckons our passports wont be back in time by eatser, well you know what that means; im moving back asap. ",4
Note to self... don't tweet before drinking your morning cup of coffee. ,4
@crystalweb and @sallyormond (Briar Copywriting)- an awesome combination ,4
@briesca you should totally follow me! ,4
@shaunjamison Point taken. ,4
Is www.myspace.com/veronicaleigh... Songs from the new record are up ,4
